,name,epochs,hidden,dropout,cell_type,latentDim,optimiser,batch_size,numDecoders,numEncoders,best_val_loss,_runtime,accuracy,_timestamp,best_epoch,val_loss,val_accuracy,loss,_step,epoch,graph
166,LSTMen3_te_2_rmsprop_10_0.3_64_256,10,128,0.3,LSTM,256,rmsprop,64,2,3,1.6358251571655271,238.0,0.8942690491676331,1620511691.0,2.0,1.8835917711257937,0.7640330791473389,0.35214683413505554,9.0,9.0,"{'path': 'media/graph/graph_summary_a3b8f241.graph.json', 'size': 1493, '_type': 'graph-file', 'sha256': 'a3b8f241179bc460f585a647e3bc970ada4b1fd818deb37d5c2b83c900d7b892'}"
167,LSTMen1_te_2_rmsprop_10_0.3_64_256,10,128,0.3,LSTM,256,rmsprop,64,2,1,1.3798688650131226,157.0,0.8792880773544312,1620511430.0,0.0,1.722103238105774,0.7709975242614746,0.4013601839542389,9.0,9.0,"{'path': 'media/graph/graph_summary_d8a56540.graph.json', 'size': 1149, '_type': 'graph-file', 'sha256': 'd8a56540aa467d935a691ec7a4672614914b5dfe5eee158a57bed2e3cc8d5d75'}"
168,LSTMen2_te_1_rmsprop_20_0.3_64_256,20,64,0.3,LSTM,256,rmsprop,64,1,2,1.4780449867248535,218.0,0.8994821906089783,1620511251.0,0.0,1.7717331647872925,0.7664873003959656,0.3347073793411255,13.0,13.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
169,LSTMen2_te_1_rmsprop_10_0.3_64_256,10,32,0.3,LSTM,256,rmsprop,64,1,2,1.4284926652908323,160.0,0.8842566609382629,1620511012.0,0.0,1.6334264278411863,0.7727108597755432,0.3913811445236206,9.0,9.0,"{'_type': 'graph-file', 'sha256': 'd7d1d07377021164047badabf2a0f38135cb548809ed2eff9a30ba0b7c58814c', 'path': 'media/graph/graph_summary_d7d1d073.graph.json', 'size': 1109}"
170,LSTMen2_te_3_rmsprop_20_0.3_64_256,20,64,0.3,LSTM,256,rmsprop,64,3,2,1.554282307624817,232.0,0.8843110203742981,1620510824.0,0.0,2.186789035797119,0.7364253401756287,0.38941246271133423,9.0,9.0,"{'size': 1536, '_type': 'graph-file', 'sha256': '0423767a2f87f170d65bd9ae6f1f1127f1fd92721f2d3b73935bdc8ce47e8585', 'path': 'media/graph/graph_summary_0423767a.graph.json'}"
171,LSTMen3_te_2_rmsprop_20_0.3_64_256,20,128,0.3,LSTM,256,rmsprop,64,2,3,1.5315797328948977,325.0,0.9043692350387572,1620510564.0,0.0,2.0388166904449463,0.762023389339447,0.31622108817100525,13.0,13.0,"{'path': 'media/graph/graph_summary_a3b8f241.graph.json', 'size': 1493, '_type': 'graph-file', 'sha256': 'a3b8f241179bc460f585a647e3bc970ada4b1fd818deb37d5c2b83c900d7b892'}"
172,LSTMen3_te_1_rmsprop_5_0.3_64_256,5,128,0.3,LSTM,256,rmsprop,64,1,3,1.5488581657409668,105.0,0.8590218424797058,1620510214.0,0.0,1.6772221326828003,0.754475474357605,0.47633033990859985,4.0,4.0,"{'path': 'media/graph/graph_summary_34435c4e.graph.json', 'size': 1280, '_type': 'graph-file', 'sha256': '34435c4e8bd53f0e82c07c24a13c3b25d12e6302aa3e28b6d970114080b53ef2'}"
173,LSTMen3_te_1_rmsprop_20_0.3_64_256,20,64,0.3,LSTM,256,rmsprop,64,1,3,1.4296470880508425,275.0,0.9000962376594543,1620510084.0,0.0,1.8257250785827637,0.7531881928443909,0.33326753973960876,13.0,13.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
174,LSTMen2_te_2_rmsprop_15_0.2_64_256,15,128,0.2,LSTM,256,rmsprop,64,2,2,1.6600533723831177,198.0,0.9216365218162536,1620509784.0,0.0,1.9212584495544431,0.7707381844520569,0.2579491436481476,9.0,9.0,"{'size': 1324, '_type': 'graph-file', 'sha256': '179a79e38aa2260324ea453999defb02332440cbe1368717fc752179847cb56f', 'path': 'media/graph/graph_summary_179a79e3.graph.json'}"
175,LSTMen2_te_1_rmsprop_10_0.3_64_256,10,64,0.3,LSTM,256,rmsprop,64,1,2,1.3460311889648438,164.0,0.8877719044685364,1620509565.0,1.0,1.6417783498764038,0.7722292542457581,0.3760192394256592,9.0,9.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
176,LSTMen1_te_1_rmsprop_15_0.3_64_256,15,16,0.3,LSTM,256,rmsprop,64,1,1,1.355448842048645,132.0,0.8731721043586731,1620509384.0,0.0,1.628087043762207,0.7595506310462952,0.43792226910591125,10.0,10.0,"{'sha256': '9e36f414c96af524dab0829edca244a67df33a41bbf43459ba48001a277fe02f', 'path': 'media/graph/graph_summary_9e36f414.graph.json', 'size': 938, '_type': 'graph-file'}"
177,GRUen1_te_1_rmsprop_10_0.3_64_128,10,16,0.3,GRU,128,rmsprop,64,1,1,1.5289322137832642,95.0,0.8265693783760071,1620509236.0,0.0,1.7496150732040403,0.7347490787506104,0.6152992844581604,9.0,9.0,"{'size': 879, '_type': 'graph-file', 'sha256': '931a4d166ee921c5f2e89b76d282d421c84eea51621a577865488839bdd0cb48', 'path': 'media/graph/graph_summary_931a4d16.graph.json'}"
178,LSTMen3_te_1_rmsprop_20_0.3_64_128,20,16,0.3,LSTM,128,rmsprop,64,1,3,1.5292702913284302,182.0,0.8547760248184204,1620509116.0,1.0,1.8422603607177737,0.7236911654472351,0.5078030228614807,11.0,11.0,"{'path': 'media/graph/graph_summary_2e259ea4.graph.json', 'size': 1276, '_type': 'graph-file', 'sha256': '2e259ea49552854f49bf1f92ee0cb39fd063fef3026ce4af56106e98c9046196'}"
179,GRUen1_te_1_rmsprop_15_0.3_64_64,15,16,0.3,GRU,64,rmsprop,64,1,1,1.5855062007904053,110.0,0.7967828512191772,1620508917.0,0.0,1.698306679725647,0.7246543169021606,0.7220178842544556,11.0,11.0,"{'size': 875, '_type': 'graph-file', 'sha256': '4fa614e44a160eeec874a7783bd4b8cbbe978665e1a82388bf846314a31d506e', 'path': 'media/graph/graph_summary_4fa614e4.graph.json'}"
180,LSTMen2_te_1_rmsprop_15_0.3_64_64,15,32,0.3,LSTM,64,rmsprop,64,1,2,1.3736169338226318,142.0,0.8317288756370544,1620508762.0,0.0,1.5883039236068726,0.7314428091049194,0.588394284248352,11.0,11.0,"{'path': 'media/graph/graph_summary_495578b7.graph.json', 'size': 1097, '_type': 'graph-file', 'sha256': '495578b709ac2f23300dca8d97d789455f329ddd0d8b183ee9c3d0f628513873'}"
181,LSTMen2_te_2_rmsprop_20_0.3_32_64,20,16,0.3,LSTM,64,rmsprop,32,2,2,1.5589113235473633,230.0,0.8233630657196045,1620508595.0,0.0,1.852547526359558,0.7160136103630066,0.6224442720413208,8.0,8.0,"{'size': 1306, '_type': 'graph-file', 'sha256': 'a0ba2bf0fa7303f1ead13fe2b56eed04886cb4e26138f81172dcd8b357bcf0f4', 'path': 'media/graph/graph_summary_a0ba2bf0.graph.json'}"
182,LSTMen1_te_2_rmsprop_15_0.3_64_32,15,32,0.3,LSTM,32,rmsprop,64,2,1,1.5190330743789673,163.0,0.7770786285400391,1620508344.0,0.0,1.8030009269714355,0.7189401388168335,0.7843336462974548,13.0,13.0,"{'path': 'media/graph/graph_summary_7ff5e287.graph.json', 'size': 1133, '_type': 'graph-file', 'sha256': '7ff5e287a2ffb787a0455ff66a83d195d66a55f0111228daa793dcd8e32d86fc'}"
183,LSTMen2_te_2_rmsprop_20_0.2_64_32,20,16,0.2,LSTM,32,rmsprop,64,2,2,1.668782353401184,164.0,0.7994441390037537,1620508155.0,0.0,1.9464836120605469,0.7105123996734619,0.7001226544380188,11.0,11.0,"{'path': 'media/graph/graph_summary_102a3eb7.graph.json', 'size': 1302, '_type': 'graph-file', 'sha256': '102a3eb7e007992f9dbf0b5786f8f4c170988324f2e8b06de1177079640c3946'}"
184,LSTMen2_te_2_rmsprop_10_0.2_64_32,10,16,0.2,LSTM,32,rmsprop,64,2,2,1.3903577327728271,138.0,0.7904378771781921,1620507947.0,0.0,1.8266446590423584,0.7126702666282654,0.7438055872917175,9.0,9.0,"{'size': 1302, '_type': 'graph-file', 'sha256': '102a3eb7e007992f9dbf0b5786f8f4c170988324f2e8b06de1177079640c3946', 'path': 'media/graph/graph_summary_102a3eb7.graph.json'}"
185,LSTMen1_te_2_rmsprop_20_0.3_64_32,20,128,0.3,LSTM,32,rmsprop,64,2,1,1.5894871950149536,145.0,0.7793098092079163,1620507789.0,0.0,2.2202553749084473,0.7066782712936401,0.766145646572113,12.0,12.0,"{'_type': 'graph-file', 'sha256': '7b075c4734ce4f19e3ed6639f4d2c2bf2c502b62d02325859626b7c4274831f8', 'path': 'media/graph/graph_summary_7b075c47.graph.json', 'size': 1134}"
186,GRUen3_te_2_rmsprop_15_0.3_64_32,15,64,0.3,GRU,32,rmsprop,64,2,3,1.5785740613937378,108.0,0.7560468912124634,1620507625.0,9.0,1.7765488624572754,0.7059744000434875,0.8517572283744812,12.0,12.0,"{'size': 881, '_type': 'graph-file', 'sha256': '71c8b4dd1e9ab0065d78e19fa94377f7be53be44455f732cabcaf7d690dbd1c2', 'path': 'media/graph/graph_summary_71c8b4dd.graph.json'}"
187,LSTMen3_te_3_rmsprop_20_0.3_64_32,20,64,0.3,LSTM,32,rmsprop,64,3,3,1.681270956993103,200.0,0.777431070804596,1620507489.0,0.0,2.1663289070129395,0.6956295967102051,0.7831669449806213,11.0,11.0,"{'path': 'media/graph/graph_summary_ecc4b6a0.graph.json', 'size': 1675, '_type': 'graph-file', 'sha256': 'ecc4b6a0a01c712c1770a70cf9f2d731bff33f5c656c1e681f55d78d66f4cf6a'}"
188,GRUen2_te_3_rmsprop_20_0.3_64_32,20,32,0.3,GRU,32,rmsprop,64,3,2,1.4791067838668823,100.0,0.7511443495750427,1620507275.0,0.0,1.730120301246643,0.7038443088531494,0.8709788918495178,11.0,11.0,"{'path': 'media/graph/graph_summary_99f5a908.graph.json', 'size': 881, '_type': 'graph-file', 'sha256': '99f5a9081abe410419cd927f8e9400c154212f854f2461a0422887028bd74e08'}"
189,LSTMen3_te_2_rmsprop_15_0.2_64_32,15,32,0.2,LSTM,32,rmsprop,64,2,3,1.6956613063812256,149.0,0.7926054000854492,1620507108.0,0.0,2.0162036418914795,0.6986302733421326,0.72767174243927,9.0,9.0,"{'path': 'media/graph/graph_summary_9b7ced51.graph.json', 'size': 1467, '_type': 'graph-file', 'sha256': '9b7ced51a718f2b39b4463fc106ffeb0daa08511aa48e6781120aa57872dccfd'}"
190,GRUen2_te_2_rmsprop_10_0.2_64_32,10,64,0.2,GRU,32,rmsprop,64,2,2,1.600307583808899,84.0,0.7648094296455383,1620506947.0,0.0,2.045483112335205,0.7089935541152954,0.8201497793197632,9.0,9.0,"{'size': 881, '_type': 'graph-file', 'sha256': 'ba731016c064806d8500f990947757c463afa2d450f4e33e825be331a87f287b', 'path': 'media/graph/graph_summary_ba731016.graph.json'}"
191,RNNen2_te_1_adam_5_0.2_64_32,5,64,0.2,RNN,32,adam,64,1,2,1.7816574573516846,156.0,0.7223654985427856,1620506856.0,3.0,1.9152345657348633,0.6517221331596375,0.984654426574707,4.0,4.0,"{'path': 'media/graph/graph_summary_1693c16e.graph.json', 'size': 956, '_type': 'graph-file', 'sha256': '1693c16e5d8a886ba36109a632054e0f7541b1c1c3b37d0c81773e2b7a586389'}"
192,RNNen2_te_3_adam_5_0.1_64_64,5,64,0.1,RNN,64,adam,64,3,2,1.8378093242645264,156.0,0.7608345746994019,1620506682.0,0.0,2.504669427871704,0.636052131652832,0.840988278388977,4.0,4.0,"{'path': 'media/graph/graph_summary_1dbd8ee2.graph.json', 'size': 956, '_type': 'graph-file', 'sha256': '1dbd8ee20aeb2eedba755eca8b4fbc586b1a8e045b703942c234688ce505920f'}"
193,RNNen3_te_3_adam_20_0.2_64_32,20,64,0.2,RNN,32,adam,64,3,3,1.7796883583068848,337.0,0.7304471731185913,1620506518.0,0.0,1.8366023302078247,0.6717078685760498,0.9485244750976562,10.0,10.0,"{'path': 'media/graph/graph_summary_3e91892c.graph.json', 'size': 956, '_type': 'graph-file', 'sha256': '3e91892c8e92a2ae3cb5ff13422f3a4421a2be22feb363afc9fd2d0b5e7749d6'}"
194,RNNen3_te_3_adam_20_0.1_32_128,20,32,0.1,RNN,128,adam,32,3,3,2.1420459747314453,828.0,0.8323111534118652,1620506172.0,1.0,2.3334286212921143,0.6697259545326233,0.5772550702095032,13.0,13.0,"{'path': 'media/graph/graph_summary_2f6e1b38.graph.json', 'size': 962, '_type': 'graph-file', 'sha256': '2f6e1b3876d9f12758de15742670f00878948d54a7863dd1b04cc2657c8e6557'}"
195,GRUen3_te_1_adam_5_0.2_64_32,5,32,0.2,GRU,32,adam,64,1,3,1.781086564064026,42.0,0.7273379564285278,1620505332.0,0.0,2.073861837387085,0.6535651087760925,0.966608464717865,4.0,4.0,"{'path': 'media/graph/graph_summary_2152906a.graph.json', 'size': 881, '_type': 'graph-file', 'sha256': '2152906a9e5cd7abdd2f72e08bc21bcc5fa9f711a19e6c2e8fe5b00e53f1eca9'}"
196,RNNen3_te_3_rmsprop_20_0.1_64_32,20,64,0.1,RNN,32,rmsprop,64,3,3,1.5603883266448977,184.0,0.7423359751701355,1620505283.0,0.0,2.026291847229004,0.6818674206733704,0.9076120853424072,5.0,5.0,"{'path': 'media/graph/graph_summary_3e91892c.graph.json', 'size': 956, '_type': 'graph-file', 'sha256': '3e91892c8e92a2ae3cb5ff13422f3a4421a2be22feb363afc9fd2d0b5e7749d6'}"
197,LSTMen2_te_3_rmsprop_5_0.2_64_32,5,64,0.2,LSTM,32,rmsprop,64,3,2,1.7476855516433716,90.0,0.7470623254776001,1620505075.0,0.0,1.948076248168945,0.6899895071983337,0.893423318862915,4.0,4.0,"{'path': 'media/graph/graph_summary_5a1bbcb4.graph.json', 'size': 1511, '_type': 'graph-file', 'sha256': '5a1bbcb4390159b2767dba2a245f8e7119a8f1b0db725f9911f3ab43a111977c'}"
198,RNNen1_te_1_rmsprop_5_0.2_32_32,5,64,0.2,RNN,32,rmsprop,32,1,1,1.6106500625610352,306.0,0.7328872084617615,1620504978.0,2.0,1.8064093589782717,0.6874797344207764,0.9433236718177797,4.0,4.0,"{'size': 948, '_type': 'graph-file', 'sha256': '0ae2055ab34b4be0408e7554047e95f41d33cb46c1835968f3fb3301fb7ecc3a', 'path': 'media/graph/graph_summary_0ae2055a.graph.json'}"
199,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.4628286361694336,477.0,0.9637171030044556,1620448215.0,2.0,1.7003424167633057,0.7996425032615662,0.12018343061208724,13.0,13.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
200,LSTMen2_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,2,1.4920835494995115,535.0,0.9381049871444702,1620447706.0,1.0,1.675015926361084,0.7817590832710266,0.20407453179359436,15.0,15.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
201,LSTMen2_te_1_adam_10_0.2_64_256,10,64,0.2,LSTM,256,adam,64,1,2,1.3163750171661377,196.0,0.9134337306022644,1620447136.0,1.0,1.488442301750183,0.7854450345039368,0.29087796807289124,9.0,9.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
202,LSTMen1_te_1_rmsprop_20_0.1_32_256,20,64,0.1,LSTM,256,rmsprop,32,1,1,1.6692854166030884,308.0,0.9475855827331544,1620446915.0,0.0,1.9778121709823608,0.7802494764328003,0.17425520718097687,10.0,10.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
203,LSTMen3_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,3,1.5634193420410156,477.0,0.9599254727363586,1620446567.0,0.0,1.862960934638977,0.7796660661697388,0.13371731340885162,11.0,11.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
204,LSTMen2_te_2_rmsprop_20_0.1_64_256,20,128,0.1,LSTM,256,rmsprop,64,2,2,1.5105764865875244,263.0,0.959928572177887,1620446051.0,0.0,2.1722660064697266,0.7679691314697266,0.13149380683898926,10.0,10.0,"{'path': 'media/graph/graph_summary_179a79e3.graph.json', 'size': 1324, '_type': 'graph-file', 'sha256': '179a79e38aa2260324ea453999defb02332440cbe1368717fc752179847cb56f'}"
205,LSTMen1_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,1,1.4429903030395508,267.0,0.9254677295684814,1620445762.0,1.0,1.6644082069396973,0.7829722762107849,0.2462904155254364,9.0,9.0,"{'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json'}"
206,LSTMen1_te_1_adam_20_0.1_64_256,20,64,0.1,LSTM,256,adam,64,1,1,1.477103590965271,155.0,0.941374897956848,1620445471.0,1.0,1.6626317501068115,0.789158821105957,0.19563591480255127,9.0,9.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
207,LSTMen2_te_1_adam_5_0.1_32_256,5,64,0.1,LSTM,256,adam,32,1,2,1.5262932777404783,173.0,0.8982757329940796,1620445286.0,0.0,1.7406336069107056,0.7648388147354126,0.3453359305858612,4.0,4.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
208,LSTMen2_te_1_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,1,2,1.5749469995498655,360.0,0.9606024622917176,1620445082.0,0.0,1.8113536834716797,0.7837687730789185,0.1282045543193817,10.0,10.0,"{'_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f', 'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111}"
209,LSTMen1_te_1_adam_15_0.2_64_256,15,64,0.2,LSTM,256,adam,64,1,1,1.3116405010223389,122.0,0.9025518298149108,1620444697.0,1.0,1.6961663961410522,0.7687192559242249,0.32612866163253784,7.0,7.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
210,LSTMen2_te_1_rmsprop_15_0.1_32_256,15,128,0.1,LSTM,256,rmsprop,32,1,2,1.7215267419815063,400.0,0.9607670307159424,1620444541.0,0.0,2.012686967849731,0.7915852665901184,0.12833437323570251,11.0,11.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
211,LSTMen1_te_2_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,2,1,1.790185809135437,519.0,0.968397617340088,1620444109.0,11.0,1.9372656345367432,0.7730998396873474,0.10223425179719924,16.0,16.0,"{'sha256': 'ca77f81117b4268b629adf2fdb10a7cbcf0dc712d449a9738e14bdc59aa7f9cb', 'path': 'media/graph/graph_summary_ca77f811.graph.json', 'size': 1148, '_type': 'graph-file'}"
212,LSTMen1_te_1_adam_15_0.2_64_256,15,64,0.2,LSTM,256,adam,64,1,1,1.4148412942886353,155.0,0.9166920185089112,1620443568.0,1.0,1.728812575340271,0.781055212020874,0.27735796570777893,10.0,10.0,"{'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file'}"
213,LSTMen1_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,1,1.494572639465332,227.0,0.9512925744056702,1620443389.0,0.0,1.8343592882156372,0.7910388112068176,0.160919189453125,8.0,8.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
214,LSTMen2_te_2_adam_20_0.2_64_256,20,64,0.2,LSTM,256,adam,64,2,2,1.67657732963562,300.0,0.9338645935058594,1620443131.0,1.0,1.8197194337844849,0.7701362371444702,0.21699105203151703,13.0,13.0,"{'path': 'media/graph/graph_summary_381c36c9.graph.json', 'size': 1323, '_type': 'graph-file', 'sha256': '381c36c9accc5e994e65ddf428414605a5175cec61d38f8b0d1c2813c5ecce1c'}"
215,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.4779865741729736,387.0,0.9605201482772828,1620442800.0,0.0,1.767832636833191,0.7857321500778198,0.13041380047798157,11.0,11.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
216,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.443540334701538,346.0,0.9585785269737244,1620442384.0,0.0,1.871750235557556,0.7886494398117065,0.1370934098958969,10.0,10.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
217,LSTMen2_te_1_adam_15_0.1_64_256,15,64,0.1,LSTM,256,adam,64,1,2,1.4827899932861328,271.0,0.9560996890068054,1620442007.0,1.0,1.7690290212631226,0.7852042317390442,0.1460258513689041,14.0,14.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
218,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.4791059494018557,461.0,0.9637660384178162,1620441705.0,0.0,1.7517480850219729,0.7881585955619812,0.12007047981023788,14.0,14.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
219,LSTMen1_te_1_adam_20_0.2_64_256,20,64,0.2,LSTM,256,adam,64,1,1,1.4864556789398191,168.0,0.9122816324234008,1620441224.0,1.0,1.6898574829101562,0.7807866334915161,0.29219844937324524,11.0,11.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
220,LSTMen1_te_1_adam_5_0.1_32_256,5,64,0.1,LSTM,256,adam,32,1,1,1.703670620918274,131.0,0.9232862591743468,1620441038.0,2.0,1.8981035947799685,0.7495114803314209,0.2566840350627899,4.0,4.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
221,LSTMen1_te_1_adam_10_0.1_64_256,10,64,0.1,LSTM,256,adam,64,1,1,1.4325700998306274,133.0,0.9353598356246948,1620440866.0,1.0,1.700161337852478,0.7820183634757996,0.21493515372276303,8.0,8.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
222,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.598897933959961,384.0,0.957439661026001,1620440702.0,0.0,1.8056803941726685,0.784555971622467,0.14153510332107544,11.0,11.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
223,LSTMen2_te_2_rmsprop_20_0.1_32_256,20,64,0.1,LSTM,256,rmsprop,32,2,2,1.7712026834487915,487.0,0.9641883373260498,1620440287.0,1.0,2.3005311489105225,0.7804810404777527,0.1181044653058052,11.0,11.0,"{'size': 1323, '_type': 'graph-file', 'sha256': '381c36c9accc5e994e65ddf428414605a5175cec61d38f8b0d1c2813c5ecce1c', 'path': 'media/graph/graph_summary_381c36c9.graph.json'}"
224,LSTMen2_te_1_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,1,2,1.6277353763580322,469.0,0.9596972465515136,1620439762.0,0.0,1.83809757232666,0.7797216176986694,0.1315532922744751,14.0,14.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
225,LSTMen3_te_1_rmsprop_20_0.1_32_256,20,128,0.1,LSTM,256,rmsprop,32,1,3,1.522066593170166,405.0,0.960343897342682,1620439269.0,1.0,2.0927929878234863,0.7816849946975708,0.13110235333442688,9.0,9.0,"{'sha256': '34435c4e8bd53f0e82c07c24a13c3b25d12e6302aa3e28b6d970114080b53ef2', 'path': 'media/graph/graph_summary_34435c4e.graph.json', 'size': 1280, '_type': 'graph-file'}"
226,LSTMen1_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,1,1.4137309789657593,323.0,0.9607375264167786,1620438839.0,1.0,1.8657294511795044,0.7890198826789856,0.12975181639194489,12.0,12.0,"{'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json'}"
227,LSTMen1_te_1_adam_15_0.1_64_256,15,64,0.1,LSTM,256,adam,64,1,1,1.404344081878662,153.0,0.9453046917915344,1620438501.0,1.0,1.6972719430923462,0.7940117120742798,0.18212929368019104,10.0,10.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
