,name,epochs,hidden,dropout,cell_type,latentDim,optimiser,batch_size,numDecoders,numEncoders,best_val_loss,_runtime,accuracy,_timestamp,best_epoch,val_loss,val_accuracy,loss,_step,epoch,graph
228,LSTMen2_te_1_adam_20_0.1_64_256,20,64,0.1,LSTM,256,adam,64,1,2,1.4925451278686523,262.0,0.9596933722496032,1620438330.0,1.0,1.8301573991775513,0.7798327207565308,0.13329224288463593,14.0,14.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
229,LSTMen2_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,2,1.5216357707977295,308.0,0.9562146067619324,1620438050.0,0.0,1.7671730518341064,0.7844355702400208,0.1449904441833496,9.0,9.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
230,LSTMen3_te_1_adam_20_0.1_64_256,20,64,0.1,LSTM,256,adam,64,1,3,1.609588623046875,291.0,0.9560375809669496,1620437710.0,0.0,1.9812257289886477,0.759365439414978,0.1459408551454544,13.0,13.0,"{'_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5', 'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279}"
231,LSTMen1_te_1_adam_15_0.2_64_256,15,64,0.2,LSTM,256,adam,64,1,1,1.3826980590820312,152.0,0.9176639914512634,1620437404.0,1.0,1.7378954887390137,0.7760541439056396,0.27291813492774963,10.0,10.0,"{'_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939}"
232,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.550686240196228,394.0,0.9493719339370728,1620437235.0,0.0,1.897926449775696,0.7804717421531677,0.1687179058790207,12.0,12.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
233,LSTMen2_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,2,1.5194233655929563,245.0,0.9500054121017456,1620436822.0,0.0,1.8694897890090945,0.7837316989898682,0.1678934097290039,7.0,7.0,"{'_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110}"
234,LSTMen3_te_2_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,2,3,1.7020316123962402,679.0,0.961264669895172,1620436550.0,0.0,2.063162326812744,0.7798234820365906,0.12681390345096588,15.0,15.0,"{'sha256': 'a3b8f241179bc460f585a647e3bc970ada4b1fd818deb37d5c2b83c900d7b892', 'path': 'media/graph/graph_summary_a3b8f241.graph.json', 'size': 1493, '_type': 'graph-file'}"
235,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.5316683053970337,331.0,0.9413236379623412,1620435853.0,1.0,1.768507480621338,0.7797957062721252,0.19691358506679535,10.0,10.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
236,LSTMen1_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,1,1.368799924850464,291.0,0.958469033241272,1620435498.0,1.0,1.7164808511734009,0.7921872138977051,0.13642588257789612,11.0,11.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
237,LSTMen1_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,1,1.4525758028030396,318.0,0.93138188123703,1620435192.0,0.0,1.7368052005767822,0.7824814319610596,0.22692158818244937,12.0,12.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
238,LSTMen1_te_1_adam_15_0.1_32_256,15,128,0.1,LSTM,256,adam,32,1,1,1.3087292909622192,220.0,0.9528942108154296,1620434859.0,0.0,1.8592355251312256,0.7881956100463867,0.15499559044837952,8.0,8.0,"{'path': 'media/graph/graph_summary_6ce5ca7a.graph.json', 'size': 940, '_type': 'graph-file', 'sha256': '6ce5ca7ad69ea1108c7363b4920d5bb6eea3bee0f225bcf1c1c0970d56262ae1'}"
239,LSTMen1_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,1,1.7786269187927246,406.0,0.965900182723999,1620434625.0,2.0,2.0366408824920654,0.7689045071601868,0.11146000772714616,16.0,16.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
240,LSTMen1_te_1_rmsprop_10_0.1_32_256,10,64,0.1,LSTM,256,rmsprop,32,1,1,1.52859628200531,224.0,0.9443886280059814,1620434206.0,0.0,2.174907684326172,0.7833520174026489,0.1840715855360031,8.0,8.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
241,LSTMen1_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,1,1.3968913555145264,319.0,0.9247154593467712,1620433967.0,1.0,1.751583456993103,0.7747297883033752,0.24943581223487857,12.0,12.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
242,LSTMen3_te_2_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,2,3,1.808935523033142,596.0,0.9664591550827026,1620433621.0,0.0,1.879005789756775,0.7804810404777527,0.10978811979293825,13.0,13.0,"{'size': 1492, '_type': 'graph-file', 'sha256': '2b0f165b5c6592b272abed504eefdc5dee4678b9f118b6f542794126fc049ac6', 'path': 'media/graph/graph_summary_2b0f165b.graph.json'}"
243,LSTMen2_te_1_adam_20_0.1_64_256,20,128,0.1,LSTM,256,adam,64,1,2,1.592728614807129,227.0,0.9585164189338684,1620433006.0,1.0,1.8438721895217896,0.7796289920806885,0.1355058252811432,12.0,12.0,"{'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f', 'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file'}"
244,LSTMen2_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,2,1.416084885597229,366.0,0.930911421775818,1620432761.0,1.0,1.5925110578536987,0.7972716689109802,0.22850650548934937,11.0,11.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
245,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.7362356185913086,490.0,0.9549025893211364,1620432376.0,15.0,1.7362356185913086,0.781981348991394,0.14934439957141876,15.0,15.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
246,LSTMen1_te_1_rmsprop_20_0.1_64_256,20,64,0.1,LSTM,256,rmsprop,64,1,1,1.5109944343566897,148.0,0.942081332206726,1620431873.0,0.0,1.8710047006607056,0.7859081029891968,0.19156329333782196,9.0,9.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
247,LSTMen2_te_1_adam_20_0.2_64_256,20,64,0.2,LSTM,256,adam,64,1,2,1.4366731643676758,318.0,0.9343560338020324,1620431705.0,0.0,1.7606669664382937,0.775452196598053,0.2174096703529358,17.0,17.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
248,LSTMen2_te_1_adam_15_0.1_64_256,15,64,0.1,LSTM,256,adam,64,1,2,1.3931760787963867,141.0,0.9384923577308656,1620431367.0,2.0,1.6724616289138794,0.7842503786087036,0.2068890482187271,7.0,7.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
249,LSTMen2_te_1_adam_10_0.1_32_256,10,64,0.1,LSTM,256,adam,32,1,2,1.6149206161499023,304.0,0.9145299196243286,1620431209.0,0.0,1.7114360332489014,0.7562165856361389,0.28603023290634155,9.0,9.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
250,LSTMen2_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,2,1.4070919752120972,304.0,0.9555507898330688,1620430886.0,1.0,1.7496142387390137,0.7899089455604553,0.14758646488189697,9.0,9.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
251,LSTMen2_te_1_adam_10_0.1_32_256,10,64,0.1,LSTM,256,adam,32,1,2,1.490431308746338,307.0,0.9568643569946288,1620430563.0,1.0,1.7803332805633545,0.7858803272247314,0.14333121478557587,9.0,9.0,"{'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json'}"
252,LSTMen3_te_2_rmsprop_20_0.1_32_256,20,128,0.1,LSTM,256,rmsprop,32,2,3,1.7244665622711182,407.0,0.9621209502220154,1620430229.0,0.0,2.402754306793213,0.7829908132553101,0.12472612410783768,8.0,8.0,"{'sha256': 'a3b8f241179bc460f585a647e3bc970ada4b1fd818deb37d5c2b83c900d7b892', 'path': 'media/graph/graph_summary_a3b8f241.graph.json', 'size': 1493, '_type': 'graph-file'}"
253,LSTMen3_te_1_rmsprop_20_0.1_32_256,20,128,0.1,LSTM,256,rmsprop,32,1,3,1.781617522239685,421.0,0.9574528336524964,1620429800.0,0.0,2.387301206588745,0.7710438370704651,0.1408187747001648,10.0,10.0,"{'path': 'media/graph/graph_summary_34435c4e.graph.json', 'size': 1280, '_type': 'graph-file', 'sha256': '34435c4e8bd53f0e82c07c24a13c3b25d12e6302aa3e28b6d970114080b53ef2'}"
254,LSTMen1_te_1_adam_20_0.1_64_256,20,64,0.1,LSTM,256,adam,64,1,1,1.413050413131714,151.0,0.941904366016388,1620429365.0,2.0,1.7255743741989136,0.7878437042236328,0.19412420690059665,10.0,10.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
255,LSTMen1_te_1_adam_15_0.1_64_256,15,128,0.1,LSTM,256,adam,64,1,1,1.4164307117462158,111.0,0.9347341060638428,1620429201.0,1.0,1.8306541442871096,0.7789528965950012,0.2173181176185608,7.0,7.0,"{'size': 940, '_type': 'graph-file', 'sha256': '6ce5ca7ad69ea1108c7363b4920d5bb6eea3bee0f225bcf1c1c0970d56262ae1', 'path': 'media/graph/graph_summary_6ce5ca7a.graph.json'}"
256,LSTMen2_te_1_adam_15_0.1_32_256,15,128,0.1,LSTM,256,adam,32,1,2,1.5726374387741089,300.0,0.9561843276023864,1620429072.0,0.0,1.7999354600906372,0.7783694863319397,0.1440841257572174,9.0,9.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
257,LSTMen1_te_1_adam_20_0.2_64_256,20,64,0.2,LSTM,256,adam,64,1,1,1.3401235342025757,191.0,0.9237101078033448,1620428757.0,3.0,1.5369629859924316,0.7860285043716431,0.2524585723876953,13.0,13.0,"{'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file'}"
258,LSTMen2_te_1_adam_20_0.1_64_256,20,128,0.1,LSTM,256,adam,64,1,2,1.456139087677002,157.0,0.9475087523460388,1620428548.0,2.0,1.6225236654281616,0.7907517552375793,0.173868790268898,8.0,8.0,"{'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f', 'path': 'media/graph/graph_summary_24166d79.graph.json'}"
259,LSTMen2_te_1_rmsprop_10_0.1_32_256,10,64,0.1,LSTM,256,rmsprop,32,1,2,1.426490306854248,315.0,0.9575631022453308,1620428372.0,0.0,2.020698308944702,0.7866026759147644,0.14112791419029236,9.0,9.0,"{'_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110}"
260,LSTMen2_te_1_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,1,2,1.4870116710662842,360.0,0.9617918133735656,1620428038.0,0.0,1.7822657823562622,0.7877510786056519,0.125162273645401,11.0,11.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
261,LSTMen3_te_1_rmsprop_20_0.1_32_256,20,64,0.1,LSTM,256,rmsprop,32,1,3,1.571529507637024,539.0,0.9658737778663636,1620427657.0,0.0,2.1165828704833984,0.7757948637008667,0.11291774362325668,13.0,13.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
262,LSTMen1_te_1_adam_15_0.1_32_256,15,128,0.1,LSTM,256,adam,32,1,1,1.69002103805542,303.0,0.9591654539108276,1620427104.0,3.0,1.8755099773406985,0.7850745916366577,0.1323900818824768,11.0,11.0,"{'sha256': '6ce5ca7ad69ea1108c7363b4920d5bb6eea3bee0f225bcf1c1c0970d56262ae1', 'path': 'media/graph/graph_summary_6ce5ca7a.graph.json', 'size': 940, '_type': 'graph-file'}"
263,LSTMen3_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,3,1.7120651006698608,414.0,0.9564948081970216,1620426780.0,0.0,1.8811392784118652,0.7693490386009216,0.1454377919435501,10.0,10.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
264,LSTMen2_te_1_adam_5_0.1_32_256,5,64,0.1,LSTM,256,adam,32,1,2,1.6381899118423462,158.0,0.9265297651290894,1620426346.0,0.0,1.677277445793152,0.7756003737449646,0.24879734218120575,4.0,4.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
265,LSTMen2_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,2,1.5032761096954346,416.0,0.9616310596466064,1620426169.0,1.0,1.7945672273635864,0.793002188205719,0.12567110359668732,13.0,13.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
266,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.5296128988265991,529.0,0.9591491222381592,1620425735.0,0.0,1.986355781555176,0.7734054327011108,0.13497890532016754,17.0,17.0,"{'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file'}"
267,LSTMen2_te_1_adam_10_0.1_32_256,10,64,0.1,LSTM,256,adam,32,1,2,1.5517942905426023,297.0,0.9552899599075316,1620425188.0,1.0,1.828171730041504,0.787399172782898,0.14923354983329773,9.0,9.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
268,LSTMen2_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,2,1.4473559856414795,390.0,0.9573829770088196,1620424874.0,1.0,1.7040112018585205,0.7890013456344604,0.140918031334877,12.0,12.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
269,LSTMen1_te_1_adam_10_0.2_32_256,10,64,0.2,LSTM,256,adam,32,1,1,1.4538488388061523,221.0,0.921920657157898,1620424472.0,0.0,1.684059977531433,0.7831389904022217,0.2586515247821808,8.0,8.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
270,LSTMen2_te_1_rmsprop_15_0.2_32_256,15,128,0.2,LSTM,256,rmsprop,32,1,2,1.6045384407043457,252.0,0.9206505417823792,1620424232.0,2.0,1.8871636390686035,0.7765079736709595,0.263495534658432,7.0,7.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
271,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.522018313407898,272.0,0.9508190155029296,1620423961.0,0.0,1.7310179471969604,0.7795178890228271,0.1629514843225479,8.0,8.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
272,LSTMen1_te_1_adam_5_0.1_32_256,5,64,0.1,LSTM,256,adam,32,1,1,1.6019716262817385,128.0,0.9275149703025818,1620423664.0,0.0,1.8462690114974976,0.7735165953636169,0.24311526119709015,4.0,4.0,"{'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file'}"
273,LSTMen2_te_2_adam_20_0.1_64_256,20,64,0.1,LSTM,256,adam,64,2,2,1.5743210315704346,324.0,0.9655368328094482,1620423514.0,0.0,1.9187086820602417,0.7746279239654541,0.11216027289628984,15.0,15.0,"{'path': 'media/graph/graph_summary_381c36c9.graph.json', 'size': 1323, '_type': 'graph-file', 'sha256': '381c36c9accc5e994e65ddf428414605a5175cec61d38f8b0d1c2813c5ecce1c'}"
274,LSTMen3_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,3,1.520807862281799,402.0,0.9556113481521606,1620423167.0,0.0,1.8122466802597048,0.781981348991394,0.14824484288692474,10.0,10.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
275,LSTMen1_te_2_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,2,1,1.8642240762710571,352.0,0.9609742760658264,1620422745.0,2.0,2.0312373638153076,0.7617084980010986,0.1266051083803177,11.0,11.0,"{'path': 'media/graph/graph_summary_ca77f811.graph.json', 'size': 1148, '_type': 'graph-file', 'sha256': 'ca77f81117b4268b629adf2fdb10a7cbcf0dc712d449a9738e14bdc59aa7f9cb'}"
276,LSTMen2_te_1_adam_5_0.1_32_256,5,64,0.1,LSTM,256,adam,32,1,2,1.562593698501587,153.0,0.9339577555656432,1620422374.0,1.0,1.5995781421661377,0.7885753512382507,0.22229136526584625,4.0,4.0,"{'_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76', 'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110}"
277,LSTMen1_te_1_adam_15_0.1_32_256,15,64,0.1,LSTM,256,adam,32,1,1,1.4333486557006836,216.0,0.9503563642501832,1620422207.0,0.0,1.7880730628967283,0.7825925946235657,0.16512149572372437,8.0,8.0,"{'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json'}"
278,LSTMen1_te_1_adam_20_0.1_64_256,20,128,0.1,LSTM,256,adam,64,1,1,1.6878149509429932,254.0,0.9624843001365662,1620421976.0,2.0,1.9950677156448364,0.777471125125885,0.1211925968527794,18.0,18.0,"{'path': 'media/graph/graph_summary_6ce5ca7a.graph.json', 'size': 940, '_type': 'graph-file', 'sha256': '6ce5ca7ad69ea1108c7363b4920d5bb6eea3bee0f225bcf1c1c0970d56262ae1'}"
279,GRUen1_te_1_adam_20_0.1_32_256,20,64,0.1,GRU,256,adam,32,1,1,1.9194011688232424,231.0,0.9530059695243835,1620421709.0,5.0,1.9867854118347168,0.7791752219200134,0.15718995034694672,9.0,9.0,"{'path': 'media/graph/graph_summary_edae4494.graph.json', 'size': 882, '_type': 'graph-file', 'sha256': 'edae4494c1d840dfc0cd9bf0abd81ba4a31960bab44359852593fc15e742c3eb'}"
280,LSTMen1_te_1_rmsprop_10_0.1_32_256,10,64,0.1,LSTM,256,rmsprop,32,1,1,1.5431510210037231,249.0,0.9502546191215516,1620421462.0,0.0,1.9778435230255127,0.784639298915863,0.16423329710960388,9.0,9.0,"{'_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939}"
281,LSTMen3_te_1_adam_20_0.2_32_256,20,64,0.2,LSTM,256,adam,32,1,3,1.485825538635254,705.0,0.9270825386047364,1620421190.0,0.0,1.6929529905319214,0.7824721932411194,0.24192263185977936,19.0,19.0,"{'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279, '_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5'}"
282,LSTMen3_te_2_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,2,3,1.8478310108184817,533.0,0.9673053622245787,1620420458.0,0.0,2.0296173095703125,0.7781379222869873,0.10576403141021729,12.0,12.0,"{'path': 'media/graph/graph_summary_a3b8f241.graph.json', 'size': 1493, '_type': 'graph-file', 'sha256': 'a3b8f241179bc460f585a647e3bc970ada4b1fd818deb37d5c2b83c900d7b892'}"
283,LSTMen2_te_2_adam_20_0.1_64_256,20,128,0.1,LSTM,256,adam,64,2,2,1.8264641761779783,306.0,0.964628517627716,1620419903.0,0.0,1.905753254890442,0.7757300138473511,0.1146346554160118,14.0,14.0,"{'path': 'media/graph/graph_summary_179a79e3.graph.json', 'size': 1324, '_type': 'graph-file', 'sha256': '179a79e38aa2260324ea453999defb02332440cbe1368717fc752179847cb56f'}"
284,LSTMen3_te_1_adam_20_0.3_32_256,20,64,0.3,LSTM,256,adam,32,1,3,1.448642611503601,392.0,0.8944212198257446,1620419574.0,1.0,1.5848605632781982,0.7782305479049683,0.35537195205688477,10.0,10.0,"{'_type': 'graph-file', 'sha256': '147d5d9b6f7a9487549b383493873b3a8e4169c6e8f8ae34873f8a1a722a7bc5', 'path': 'media/graph/graph_summary_147d5d9b.graph.json', 'size': 1279}"
285,LSTMen2_te_1_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,1,2,1.5612545013427734,382.0,0.9534127712249756,1620419164.0,0.0,1.7353702783584597,0.7757855653762817,0.15358991920948029,12.0,12.0,"{'path': 'media/graph/graph_summary_24166d79.graph.json', 'size': 1111, '_type': 'graph-file', 'sha256': '24166d79a288bad89acdd21a5cfa740f4361904bfdc6ae88e4c82a84dcc31c7f'}"
286,LSTMen2_te_2_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,2,2,1.7621488571166992,453.0,0.9657177329063416,1620418760.0,0.0,1.953071355819702,0.7781935334205627,0.11158987879753111,12.0,12.0,"{'path': 'media/graph/graph_summary_381c36c9.graph.json', 'size': 1323, '_type': 'graph-file', 'sha256': '381c36c9accc5e994e65ddf428414605a5175cec61d38f8b0d1c2813c5ecce1c'}"
287,LSTMen1_te_1_adam_15_0.1_64_256,15,64,0.1,LSTM,256,adam,64,1,1,1.4036701917648315,185.0,0.954926609992981,1620418293.0,1.0,1.8907519578933716,0.7895107269287109,0.14929641783237457,13.0,13.0,"{'_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986', 'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939}"
288,LSTMen1_te_1_adam_15_0.1_64_256,15,64,0.1,LSTM,256,adam,64,1,1,1.3733748197555542,198.0,0.9537659883499146,1620418093.0,2.0,1.880847692489624,0.7876955270767212,0.15279912948608398,14.0,14.0,"{'path': 'media/graph/graph_summary_5a1f0a42.graph.json', 'size': 939, '_type': 'graph-file', 'sha256': '5a1f0a427785c213c6a93ea6eceb81654feef3f78fa5dbac27642fff4644b986'}"
289,LSTMen3_te_1_adam_20_0.1_32_256,20,128,0.1,LSTM,256,adam,32,1,3,1.548624873161316,495.0,0.9614129066467284,1620417874.0,0.0,1.996806502342224,0.7896589040756226,0.12636539340019226,13.0,13.0,"{'path': 'media/graph/graph_summary_34435c4e.graph.json', 'size': 1280, '_type': 'graph-file', 'sha256': '34435c4e8bd53f0e82c07c24a13c3b25d12e6302aa3e28b6d970114080b53ef2'}"
290,LSTMen2_te_1_adam_20_0.1_32_256,20,64,0.1,LSTM,256,adam,32,1,2,1.3608473539352417,238.0,0.9498136639595032,1620417360.0,2.0,1.592253565788269,0.7951600551605225,0.16801950335502625,7.0,7.0,"{'path': 'media/graph/graph_summary_4fc083e6.graph.json', 'size': 1110, '_type': 'graph-file', 'sha256': '4fc083e6f6002878fbc65d3fc8b4be93349cd4071b296dd115ad969ece88ba76'}"
